"","Starter OLS","Starter Probit","Starter Logit","Player OLS","Player Probit","Player Logit","Attempt OLS","Attempt Probit","Attempt Logit"
"(Intercept)",0.288383634200468,NA,NA,0.42153207326567,NA,NA,0.0673220754342941,NA,NA
"ydstogo",0.00887628862968369,0.013230612304997,0.0142240880462127,0.00915406548919836,0.0133445388623253,0.0143190944398108,0.00245157103274985,0.00377097074980701,0.00304024812512773
"posteam_timeouts_remaining",0.00955120949883886,0.0110551918720103,0.0115636762632892,0.00957285265048271,0.0109984709173795,0.0114728044839108,0.00305857601377582,0.00278651855496324,0.00243421558392027
"defteam_timeouts_remaining",0.00936055248945777,0.0107902971739318,0.011237630656591,0.00942426562021281,0.010801032492734,0.0112297137462934,0.00298439251270403,0.00280467425283531,0.00243746762642049
"rush_attempt",0.0222309562656213,0.0246416038996644,0.0255158676343357,0.0224852474958995,0.0247320202864298,0.0255684918925171,NA,NA,NA
"week",0.0106385212709384,0.0121894485818623,0.012765404887601,0.0106772381600699,0.0121933003913753,0.0126985458068171,0.00285152310454688,0.00293260014396671,0.0025474978433638
"temp",0.0110915745590212,0.0127490089081953,0.0133649948304442,0.0110751552603609,0.012682227204255,0.0132882735886664,0.0030788712426219,0.00322835496776877,0.00280200466906332
"wind",0.011335991109183,0.0132187687066858,0.0138440176528978,0.0111275608825493,0.0129415068837485,0.0135637467105113,0.00311967730755522,0.0032464633597693,0.00279883753196524
"vegas_wp",0.0114933779537287,0.0132250336703596,0.0138471395280546,0.0116829431531574,0.0133818586954942,0.0139682567892771,0.00629909536651658,0.00673349217671235,0.00593639074117646
"spread_line",0.0131555519593763,0.01512998621632,0.0158448021296148,0.0130918674608918,0.0149666616113386,0.0156258823297779,0.00233080594728851,0.0024371388917801,0.00211547223828719
"total_line",0.0139673392823746,0.0159553545012683,0.0166615895859438,0.0137453535222127,0.0156284512109089,0.0162811521748153,0.00335795873311099,0.00339916281406818,0.00296104187667264
"prep_days",0.00808576426798181,0.00936343704922821,0.00978136445292577,0.00806729340116744,0.00925645493017625,0.00966647723696158,0.00234588782999559,0.00240443397923911,0.00207373206742338
"overall_win_pct",0.0139241151057518,0.0159035528809966,0.0166941907793721,0.0138817927291079,0.0157327265545488,0.0164637368682711,0.00448453996274503,0.0046470518605836,0.0040490990808573
"team_win_pct",0.0154858919448535,0.0176621832507644,0.0185308653243498,0.0155893401283743,0.0176283580725041,0.0184144289488526,0.00480973706531651,0.00499050714132,0.00435119502985994
"prev_win_pct",0.011589309364153,0.0133598801251593,0.0138970332446176,0.0115353365491528,0.0131733106525918,0.0137242936556225,0.00420113388925144,0.004355125689984,0.0037899175676867
"prev_shotgun_rate",0.0184416733800902,0.0214147358777238,0.0223861037045878,0.0184045102936165,0.0212474848358718,0.0221846335547389,0.00790094089702658,0.00814846859665384,0.00711496024625712
"prev_singleback_rate",0.0142119776253522,0.016599619556501,0.0173574776626538,0.013982120191267,0.016240635641545,0.016958460531476,0.00628899177836764,0.00652241282960366,0.00573342777309929
"prev_empty_rate",0.0118884411797206,0.0138032728527602,0.0145240024434728,0.0120171577204185,0.0138942326771774,0.0145802375458662,0.0041010778886121,0.00427754347495254,0.00376066906129871
"prev_iform_rate",0.0146083930028132,0.0168803537539714,0.0176486344545575,0.0145036110781347,0.0166814287775317,0.0174477758045591,0.00527028377409226,0.00559219149331804,0.00486530454123873
"prev_stop_rate_run",0.0119857927964582,0.0137525913858056,0.0143287276134476,0.0121482008793209,0.013852298854328,0.0144322978871257,0.00273374034003724,0.00287406175010501,0.00250905170833973
"prev_stop_rate_pass",0.0107308108289771,0.0122259051846822,0.0127508748726586,0.010852134442638,0.0124143898692214,0.012959488636307,0.00269715512988468,0.0027751278905467,0.00242732285731018
"shotgun_rate",0.0157954214422453,0.0181817757019011,0.0190980575735568,0.0159225172842375,0.018071723832644,0.0189283920834599,0.00509043644442338,0.00524947463476655,0.00460784906809443
"singleback_rate",0.0123776271952534,0.0141529610445297,0.0148380374306329,0.0125795235464101,0.0143209959786704,0.0149944121037954,0.00440476241072244,0.00457309837325083,0.00396735857482819
"empty_rate",0.0122069722292803,0.0143835721935964,0.0152215776736523,0.0123973272319686,0.0144355490023553,0.0151906219480416,0.00393544107654657,0.00408727479398221,0.00354795444065302
"iform_rate",0.0111880293015827,0.0126943255338075,0.0132993847297461,0.0113407593086985,0.0126899277509913,0.0132263687392442,0.00363440878112914,0.00385348094506639,0.00340255540277723
"shotgun_success",0.0095452037789635,0.0111143584676923,0.0116673859576837,0.00949489489846975,0.0109848770006263,0.0115210710340228,0.00278330426755024,0.00293176325515529,0.00256637059411987
"singleback_success",0.00977032632745099,0.0111179204024222,0.0116279534352511,0.0097737409608598,0.0110466392273598,0.01151109023806,0.00328232771394413,0.00340179664470679,0.00297957669246355
"empty_success",0.0101199755738789,0.0115257711263339,0.012020090467083,0.0101101422735275,0.0115377626308844,0.0120490999398654,0.00320336130558877,0.00330521140937171,0.00287288929823815
